Fecha,Mes,Precio
2013-08-01,2014-04,126.82
2013-08-02,2014-04,129.99
2013-08-05,2014-04,136.28
2013-08-06,2014-04,139.31
2013-08-08,2014-04,133.04
2013-08-09,2014-04,133.04
2013-08-12,2014-04,133.04
2013-08-13,2014-04,134.27
2013-08-14,2014-04,130.0
2013-08-15,2014-04,130.0
2013-08-16,2014-04,133.04
2013-08-20,2014-04,130.0
2013-08-21,2014-04,130.0
2013-08-22,2014-04,130.0
2013-08-23,2014-04,128.68
2013-08-26,2014-04,130.0
2013-08-27,2014-04,130.0
2013-08-28,2014-04,130.0
2013-08-29,2014-04,130.0
2013-08-30,2014-04,130.0
2013-09-02,2014-04,132.78
2013-09-03,2014-04,130.0
2013-09-04,2014-04,130.0
2013-09-05,2014-04,130.0
2013-09-06,2014-04,130.0
2013-09-09,2014-04,130.0
2013-09-10,2014-04,130.0
2013-09-11,2014-04,130.0
2013-09-12,2014-04,130.66
2013-09-13,2014-04,130.19
2013-09-16,2014-04,130.0
2013-09-17,2014-04,130.0
2013-09-18,2014-04,130.0
2013-09-19,2014-04,137.54
2013-09-20,2014-04,137.63
2013-09-23,2014-04,138.55
2013-09-24,2014-04,137.91
2013-09-25,2014-04,142.86
2013-09-26,2014-04,142.86
2013-09-27,2014-04,142.86
2013-09-30,2014-04,133.03
2013-10-01,2014-04,134.26
2013-10-02,2014-04,136.07
2013-10-03,2014-04,137.04
2013-10-04,2014-04,138.95
2013-10-07,2014-04,141.7
2013-10-08,2014-04,141.56
2013-10-09,2014-04,139.47
2013-10-10,2014-04,142.86
2013-10-11,2014-04,142.86
2013-10-15,2014-04,142.86
2013-10-16,2014-04,142.86
2013-10-17,2014-04,138.15
2013-10-18,2014-04,142.86
2013-10-21,2014-04,142.86
2013-10-22,2014-04,136.12
2013-10-23,2014-04,138.98
2013-10-24,2014-04,139.92
2013-10-25,2014-04,142.86
2013-10-28,2014-04,145.93
2013-10-29,2014-04,142.86
2013-10-30,2014-04,142.86
2013-10-31,2014-04,142.86
2013-11-01,2014-04,142.86
2013-11-05,2014-04,142.86
2013-11-06,2014-04,146.43
2013-11-07,2014-04,146.43
2013-11-08,2014-04,146.43
2013-11-12,2014-04,146.43
2013-11-13,2014-04,142.86
2013-11-14,2014-04,142.86
2013-11-15,2014-04,142.86
2013-11-18,2014-04,145.98
2013-11-19,2014-04,149.1
2013-11-20,2014-04,144.42
2013-11-21,2014-04,150.0
2013-11-22,2014-04,142.86
2013-11-25,2014-04,145.0
2013-11-26,2014-04,148.04
2013-11-27,2014-04,147.06
2013-11-28,2014-04,145.13
2013-11-29,2014-04,145.98
2013-12-02,2014-04,146.87
2013-12-03,2014-04,146.86
2013-12-04,2014-04,155.71
2013-12-05,2014-04,155.43
2013-12-06,2014-04,155.43
2013-12-09,2014-04,156.8
2013-12-10,2014-04,160.0
2013-12-11,2014-04,153.8
2013-12-12,2014-04,153.0
2013-12-13,2014-04,147.86
2013-12-16,2014-04,156.43
2013-12-17,2014-04,155.99
2013-12-18,2014-04,155.99
2013-12-19,2014-04,155.99
2013-12-20,2014-04,155.99
2013-12-23,2014-04,150.0
2013-12-24,2014-04,155.01
2013-12-26,2014-04,160.14
2013-12-27,2014-04,154.71
2013-12-30,2014-04,154.71
2014-01-02,2014-04,160.04
2014-01-03,2014-04,160.04
2014-01-07,2014-04,158.0
2014-01-08,2014-04,170.0
2014-01-09,2014-04,165.0
2014-01-10,2014-04,162.5
2014-01-13,2014-04,162.5
2014-01-14,2014-04,167.5
2014-01-15,2014-04,162.64
2014-01-16,2014-04,162.64
2014-01-17,2014-04,162.64
2014-01-20,2014-04,160.27
2014-01-21,2014-04,160.0
2014-01-22,2014-04,160.0
2014-01-23,2014-04,160.0
2014-01-24,2014-04,160.0
2014-01-27,2014-04,160.0
2014-01-28,2014-04,158.0
2014-01-29,2014-04,158.0
2014-01-30,2014-04,158.0
2014-01-31,2014-04,158.0
2014-02-03,2014-04,160.0
2014-02-04,2014-04,160.47
2014-02-05,2014-04,160.47
2014-02-06,2014-04,160.47
2014-02-07,2014-04,159.96
2014-02-10,2014-04,159.96
2014-02-11,2014-04,159.69
2014-02-12,2014-04,160.0
2014-02-13,2014-04,158.22
2014-02-14,2014-04,162.5
2014-02-17,2014-04,164.44
2014-02-18,2014-04,162.5
2014-02-19,2014-04,162.5
2014-02-20,2014-04,161.94
2014-02-21,2014-04,162.5
2014-02-24,2014-04,159.2
2014-02-25,2014-04,160.1
2014-02-26,2014-04,160.54
2014-02-27,2014-04,160.0
2014-02-28,2014-04,160.0
2014-03-03,2014-04,155.63
2014-03-04,2014-04,160.1
2014-03-05,2014-04,160.1
2014-03-06,2014-04,159.21
2014-03-07,2014-04,160.2
2014-03-10,2014-04,160.0
2014-03-11,2014-04,160.0
2014-03-12,2014-04,160.0
2014-03-13,2014-04,160.0
2014-03-14,2014-04,160.0
2014-03-17,2014-04,160.0
2014-03-18,2014-04,159.0
2014-03-19,2014-04,159.0
2014-03-20,2014-04,160.0
2014-03-21,2014-04,160.0
2014-03-25,2014-04,155.87
2014-03-26,2014-04,155.98
2014-03-27,2014-04,157.98
2014-03-28,2014-04,157.98
2014-03-31,2014-04,154.0
2014-04-01,2014-04,155.0
2014-04-02,2014-04,155.99
2014-04-03,2014-04,155.12
2014-04-04,2014-04,155.99
2014-04-07,2014-04,173.0
2014-04-08,2014-04,175.49
2014-04-09,2014-04,205.5
2014-04-10,2014-04,205.26
2014-04-11,2014-04,220.0
2014-04-14,2014-04,240.39
2014-04-15,2014-04,262.95
2014-04-16,2014-04,270.98
2014-04-21,2014-04,303.85
2014-04-22,2014-04,300.0
2014-04-23,2014-04,300.0
2014-04-24,2014-04,315.0
2014-04-25,2014-04,329.68
2014-04-28,2014-04,350.0
2014-04-29,2014-04,362.45
2014-04-30,2014-04,367.28
2013-05-02,2014-05,114.77
2013-05-03,2014-05,115.99
2013-05-06,2014-05,114.5
2013-05-07,2014-05,114.5
2013-05-08,2014-05,114.73
2013-05-09,2014-05,116.43
2013-05-10,2014-05,117.92
2013-05-14,2014-05,117.56
2013-05-15,2014-05,114.83
2013-05-16,2014-05,116.27
2013-05-17,2014-05,116.27
2013-05-20,2014-05,115.0
2013-05-21,2014-05,124.88
2013-05-22,2014-05,116.05
2013-05-23,2014-05,118.0
2013-05-24,2014-05,120.0
2013-05-27,2014-05,120.0
2013-05-28,2014-05,120.0
2013-05-29,2014-05,120.0
2013-05-30,2014-05,120.0
2013-05-31,2014-05,118.94
2013-06-04,2014-05,120.0
2013-06-05,2014-05,120.0
2013-06-06,2014-05,119.08
2013-06-07,2014-05,120.0
2013-06-11,2014-05,119.0
2013-06-12,2014-05,120.0
2013-06-13,2014-05,119.47
2013-06-14,2014-05,119.9
2013-06-17,2014-05,119.88
2013-06-18,2014-05,119.68
2013-06-19,2014-05,117.27
2013-06-20,2014-05,120.61
2013-06-21,2014-05,120.0
2013-06-24,2014-05,120.0
2013-06-25,2014-05,120.0
2013-06-26,2014-05,120.0
2013-06-27,2014-05,120.0
2013-06-28,2014-05,120.0
2013-07-02,2014-05,119.52
2013-07-03,2014-05,120.0
2013-07-04,2014-05,127.2
2013-07-05,2014-05,127.95
2013-07-08,2014-05,123.67
2013-07-09,2014-05,123.55
2013-07-10,2014-05,120.0
2013-07-11,2014-05,119.35
2013-07-12,2014-05,120.0
2013-07-15,2014-05,120.0
2013-07-16,2014-05,120.0
2013-07-17,2014-05,120.0
2013-07-18,2014-05,120.0
2013-07-19,2014-05,125.0
2013-07-22,2014-05,124.61
2013-07-23,2014-05,124.33
2013-07-24,2014-05,127.99
2013-07-25,2014-05,127.34
2013-07-26,2014-05,125.26
2013-07-29,2014-05,118.0
2013-07-30,2014-05,127.5
2013-07-31,2014-05,115.0
2013-08-01,2014-05,117.5
2013-08-02,2014-05,118.0
2013-08-05,2014-05,121.5
2013-08-06,2014-05,121.49
2013-08-08,2014-05,117.99
2013-08-09,2014-05,119.31
2013-08-12,2014-05,117.99
2013-08-13,2014-05,118.99
2013-08-14,2014-05,116.42
2013-08-15,2014-05,120.04
2013-08-16,2014-05,119.02
2013-08-20,2014-05,118.0
2013-08-21,2014-05,117.99
2013-08-22,2014-05,116.73
2013-08-23,2014-05,117.07
2013-08-26,2014-05,117.99
2013-08-27,2014-05,117.05
2013-08-28,2014-05,115.41
2013-08-29,2014-05,115.81
2013-08-30,2014-05,116.67
2013-09-02,2014-05,117.99
2013-09-03,2014-05,115.26
2013-09-04,2014-05,116.49
2013-09-05,2014-05,115.47
2013-09-06,2014-05,116.81
2013-09-09,2014-05,114.54
2013-09-10,2014-05,114.54
2013-09-11,2014-05,114.54
2013-09-12,2014-05,115.98
2013-09-13,2014-05,115.21
2013-09-16,2014-05,114.54
2013-09-17,2014-05,114.46
2013-09-18,2014-05,115.97
2013-09-19,2014-05,116.23
2013-09-20,2014-05,120.0
2013-09-23,2014-05,117.99
2013-09-24,2014-05,117.99
2013-09-25,2014-05,117.99
2013-09-26,2014-05,120.0
2013-09-27,2014-05,120.0
2013-09-30,2014-05,117.99
2013-10-01,2014-05,120.0
2013-10-02,2014-05,120.0
2013-10-03,2014-05,118.99
2013-10-04,2014-05,125.0
2013-10-07,2014-05,125.0
2013-10-08,2014-05,125.0
2013-10-09,2014-05,122.5
2013-10-10,2014-05,120.0
2013-10-11,2014-05,125.0
2013-10-15,2014-05,125.0
2013-10-16,2014-05,125.63
2013-10-17,2014-05,117.99
2013-10-18,2014-05,125.0
2013-10-21,2014-05,125.0
2013-10-22,2014-05,116.89
2013-10-23,2014-05,128.0
2013-10-24,2014-05,117.99
2013-10-25,2014-05,115.0
2013-10-28,2014-05,121.49
2013-10-29,2014-05,121.4
2013-10-30,2014-05,117.99
2013-10-31,2014-05,117.99
2013-11-01,2014-05,115.96
2013-11-05,2014-05,124.5
2013-11-06,2014-05,122.25
2013-11-07,2014-05,124.75
2013-11-08,2014-05,124.75
2013-11-12,2014-05,124.75
2013-11-13,2014-05,120.0
2013-11-14,2014-05,115.84
2013-11-15,2014-05,115.84
2013-11-18,2014-05,120.42
2013-11-19,2014-05,125.0
2013-11-20,2014-05,125.0
2013-11-21,2014-05,125.0
2013-11-22,2014-05,125.0
2013-11-25,2014-05,127.6
2013-11-26,2014-05,130.0
2013-11-27,2014-05,125.0
2013-11-28,2014-05,120.0
2013-11-29,2014-05,120.0
2013-12-02,2014-05,129.92
2013-12-03,2014-05,130.0
2013-12-04,2014-05,131.97
2013-12-05,2014-05,130.0
2013-12-06,2014-05,130.0
2013-12-09,2014-05,136.7
2013-12-10,2014-05,130.16
2013-12-11,2014-05,132.97
2013-12-12,2014-05,146.7
2013-12-13,2014-05,135.0
2013-12-16,2014-05,150.0
2013-12-17,2014-05,145.0
2013-12-18,2014-05,144.24
2013-12-19,2014-05,142.96
2013-12-20,2014-05,142.96
2013-12-23,2014-05,150.0
2013-12-24,2014-05,148.0
2013-12-26,2014-05,146.25
2013-12-27,2014-05,150.0
2013-12-30,2014-05,150.0
2014-01-02,2014-05,150.0
2014-01-03,2014-05,142.69
2014-01-07,2014-05,140.0
2014-01-08,2014-05,140.0
2014-01-09,2014-05,140.0
2014-01-10,2014-05,140.0
2014-01-13,2014-05,140.0
2014-01-14,2014-05,140.0
2014-01-15,2014-05,140.0
2014-01-16,2014-05,140.0
2014-01-17,2014-05,140.0
2014-01-20,2014-05,140.0
2014-01-21,2014-05,140.0
2014-01-22,2014-05,140.0
2014-01-23,2014-05,140.0
2014-01-24,2014-05,140.0
2014-01-27,2014-05,135.0
2014-01-28,2014-05,137.5
2014-01-29,2014-05,137.5
2014-01-30,2014-05,137.5
2014-01-31,2014-05,137.5
2014-02-03,2014-05,140.0
2014-02-04,2014-05,140.49
2014-02-05,2014-05,139.97
2014-02-06,2014-05,141.43
2014-02-07,2014-05,141.43
2014-02-10,2014-05,141.43
2014-02-11,2014-05,140.0
2014-02-12,2014-05,140.0
2014-02-13,2014-05,144.73
2014-02-14,2014-05,144.73
2014-02-17,2014-05,134.92
2014-02-18,2014-05,135.0
2014-02-19,2014-05,138.74
2014-02-20,2014-05,138.22
2014-02-21,2014-05,138.8
2014-02-24,2014-05,134.07
2014-02-25,2014-05,133.75
2014-02-26,2014-05,134.28
2014-02-27,2014-05,133.75
2014-02-28,2014-05,133.75
2014-03-03,2014-05,133.75
2014-03-04,2014-05,141.6
2014-03-05,2014-05,141.25
2014-03-06,2014-05,141.25
2014-03-07,2014-05,145.0
2014-03-10,2014-05,145.0
2014-03-11,2014-05,145.0
2014-03-12,2014-05,145.0
2014-03-13,2014-05,145.0
2014-03-14,2014-05,145.0
2014-03-17,2014-05,145.0
2014-03-18,2014-05,145.0
2014-03-19,2014-05,145.0
2014-03-20,2014-05,145.0
2014-03-21,2014-05,145.0
2014-03-25,2014-05,141.7
2014-03-26,2014-05,141.7
2014-03-27,2014-05,141.7
2014-03-28,2014-05,141.7
2014-03-31,2014-05,141.27
2014-04-01,2014-05,145.85
2014-04-02,2014-05,148.99
2014-04-03,2014-05,145.37
2014-04-04,2014-05,148.99
2014-04-07,2014-05,155.0
2014-04-08,2014-05,155.0
2014-04-09,2014-05,160.0
2014-04-10,2014-05,160.0
2014-04-11,2014-05,161.18
2014-04-14,2014-05,160.0
2014-04-15,2014-05,160.0
2014-04-16,2014-05,167.31
2014-04-21,2014-05,178.99
2014-04-22,2014-05,178.24
2014-04-23,2014-05,178.99
2014-04-24,2014-05,169.5
2014-04-25,2014-05,178.99
2014-04-28,2014-05,195.0
2014-04-29,2014-05,197.5
2014-04-30,2014-05,187.46
2014-05-02,2014-05,217.46
2014-05-05,2014-05,263.12
2014-05-06,2014-05,320.0
2014-05-07,2014-05,340.06
2014-05-08,2014-05,332.48
2014-05-09,2014-05,345.47
2014-05-12,2014-05,395.22
2014-05-13,2014-05,376.0
2014-05-14,2014-05,373.19
2014-05-15,2014-05,372.61
2014-05-16,2014-05,360.99
2014-05-19,2014-05,358.49
2014-05-20,2014-05,350.0
2014-05-21,2014-05,370.0
2014-05-22,2014-05,362.5
2014-05-23,2014-05,367.5
2014-05-26,2014-05,367.5
2014-05-27,2014-05,370.0
2014-05-28,2014-05,370.0
2014-05-29,2014-05,370.0
2014-05-30,2014-05,374.5
2013-06-04,2014-06,112.5
2013-06-05,2014-06,120.0
2013-06-06,2014-06,118.18
2013-06-07,2014-06,120.24
2013-06-11,2014-06,120.0
2013-06-12,2014-06,120.81
2013-06-13,2014-06,118.57
2013-06-14,2014-06,114.86
2013-06-17,2014-06,113.35
2013-06-18,2014-06,115.52
2013-06-19,2014-06,117.76
2013-06-20,2014-06,118.39
2013-06-21,2014-06,115.52
2013-06-24,2014-06,115.52
2013-06-25,2014-06,115.52
2013-06-26,2014-06,119.26
2013-06-27,2014-06,119.26
2013-06-28,2014-06,120.0
2013-07-02,2014-06,120.44
2013-07-03,2014-06,122.33
2013-07-04,2014-06,124.0
2013-07-05,2014-06,123.44
2013-07-08,2014-06,117.93
2013-07-09,2014-06,120.33
2013-07-10,2014-06,118.3
2013-07-11,2014-06,116.34
2013-07-12,2014-06,120.0
2013-07-15,2014-06,118.3
2013-07-16,2014-06,117.36
2013-07-17,2014-06,117.8
2013-07-18,2014-06,120.0
2013-07-19,2014-06,121.44
2013-07-22,2014-06,120.68
2013-07-23,2014-06,120.13
2013-07-24,2014-06,119.92
2013-07-25,2014-06,119.92
2013-07-26,2014-06,123.37
2013-07-29,2014-06,116.02
2013-07-30,2014-06,119.71
2013-07-31,2014-06,118.3
2013-08-01,2014-06,118.3
2013-08-02,2014-06,119.27
2013-08-05,2014-06,119.15
2013-08-06,2014-06,116.91
2013-08-08,2014-06,115.26
2013-08-09,2014-06,115.26
2013-08-12,2014-06,115.52
2013-08-13,2014-06,115.52
2013-08-14,2014-06,112.76
2013-08-15,2014-06,115.26
2013-08-16,2014-06,115.52
2013-08-20,2014-06,117.02
2013-08-21,2014-06,110.26
2013-08-22,2014-06,110.39
2013-08-23,2014-06,113.28
2013-08-26,2014-06,115.52
2013-08-27,2014-06,113.57
2013-08-28,2014-06,114.08
2013-08-29,2014-06,114.0
2013-08-30,2014-06,115.46
2013-09-02,2014-06,121.34
2013-09-03,2014-06,115.45
2013-09-04,2014-06,115.52
2013-09-05,2014-06,115.52
2013-09-06,2014-06,115.52
2013-09-09,2014-06,115.52
2013-09-10,2014-06,114.22
2013-09-11,2014-06,114.22
2013-09-12,2014-06,115.52
2013-09-13,2014-06,115.52
2013-09-16,2014-06,115.52
2013-09-17,2014-06,116.57
2013-09-18,2014-06,118.23
2013-09-19,2014-06,115.21
2013-09-20,2014-06,118.3
2013-09-23,2014-06,116.57
2013-09-24,2014-06,116.57
2013-09-25,2014-06,116.57
2013-09-26,2014-06,116.57
2013-09-27,2014-06,117.57
2013-09-30,2014-06,115.0
2013-10-01,2014-06,118.64
2013-10-02,2014-06,118.3
2013-10-03,2014-06,116.79
2013-10-04,2014-06,117.1
2013-10-07,2014-06,119.15
2013-10-08,2014-06,119.15
2013-10-09,2014-06,117.44
2013-10-10,2014-06,118.3
2013-10-11,2014-06,120.0
2013-10-15,2014-06,120.0
2013-10-16,2014-06,125.0
2013-10-17,2014-06,115.0
2013-10-18,2014-06,125.0
2013-10-21,2014-06,125.0
2013-10-22,2014-06,115.0
2013-10-23,2014-06,115.0
2013-10-24,2014-06,115.0
2013-10-25,2014-06,115.0
2013-10-28,2014-06,115.79
2013-10-29,2014-06,115.0
2013-10-30,2014-06,115.0
2013-10-31,2014-06,115.0
2013-11-01,2014-06,115.0
2013-11-05,2014-06,120.0
2013-11-06,2014-06,119.74
2013-11-07,2014-06,119.74
2013-11-08,2014-06,120.0
2013-11-12,2014-06,120.0
2013-11-13,2014-06,119.48
2013-11-14,2014-06,115.0
2013-11-15,2014-06,115.0
2013-11-18,2014-06,117.24
2013-11-19,2014-06,119.48
2013-11-20,2014-06,119.48
2013-11-21,2014-06,120.0
2013-11-22,2014-06,120.0
2013-11-25,2014-06,119.29
2013-11-26,2014-06,122.72
2013-11-27,2014-06,120.0
2013-11-28,2014-06,120.0
2013-11-29,2014-06,119.37
2013-12-02,2014-06,120.0
2013-12-03,2014-06,129.48
2013-12-04,2014-06,133.38
2013-12-05,2014-06,130.0
2013-12-06,2014-06,130.0
2013-12-09,2014-06,125.9
2013-12-10,2014-06,130.0
2013-12-11,2014-06,130.0
2013-12-12,2014-06,140.0
2013-12-13,2014-06,130.0
2013-12-16,2014-06,140.0
2013-12-17,2014-06,140.0
2013-12-18,2014-06,135.0
2013-12-19,2014-06,125.0
2013-12-20,2014-06,125.0
2013-12-23,2014-06,130.0
2013-12-24,2014-06,129.83
2013-12-26,2014-06,134.34
2013-12-27,2014-06,130.0
2013-12-30,2014-06,130.0
2014-01-02,2014-06,130.0
2014-01-03,2014-06,130.0
2014-01-07,2014-06,130.79
2014-01-08,2014-06,131.57
2014-01-09,2014-06,130.0
2014-01-10,2014-06,130.07
2014-01-13,2014-06,130.79
2014-01-14,2014-06,130.79
2014-01-15,2014-06,130.79
2014-01-16,2014-06,130.79
2014-01-17,2014-06,130.79
2014-01-20,2014-06,130.0
2014-01-21,2014-06,130.0
2014-01-22,2014-06,131.57
2014-01-23,2014-06,130.32
2014-01-24,2014-06,132.39
2014-01-27,2014-06,130.0
2014-01-28,2014-06,127.5
2014-01-29,2014-06,127.5
2014-01-30,2014-06,127.5
2014-01-31,2014-06,127.5
2014-02-03,2014-06,130.0
2014-02-04,2014-06,130.45
2014-02-05,2014-06,130.9
2014-02-06,2014-06,133.63
2014-02-07,2014-06,133.63
2014-02-10,2014-06,132.43
2014-02-11,2014-06,131.57
2014-02-12,2014-06,131.57
2014-02-13,2014-06,128.29
2014-02-14,2014-06,128.29
2014-02-17,2014-06,128.29
2014-02-18,2014-06,129.75
2014-02-19,2014-06,128.29
2014-02-20,2014-06,128.01
2014-02-21,2014-06,127.35
2014-02-24,2014-06,124.94
2014-02-25,2014-06,125.53
2014-02-26,2014-06,126.14
2014-02-27,2014-06,125.21
2014-02-28,2014-06,125.21
2014-03-03,2014-06,127.33
2014-03-04,2014-06,133.2
2014-03-05,2014-06,133.07
2014-03-06,2014-06,133.07
2014-03-07,2014-06,140.0
2014-03-10,2014-06,140.0
2014-03-11,2014-06,140.0
2014-03-12,2014-06,140.0
2014-03-13,2014-06,140.0
2014-03-14,2014-06,140.0
2014-03-17,2014-06,142.0
2014-03-18,2014-06,140.86
2014-03-19,2014-06,140.86
2014-03-20,2014-06,140.0
2014-03-21,2014-06,140.0
2014-03-25,2014-06,132.12
2014-03-26,2014-06,132.12
2014-03-27,2014-06,132.12
2014-03-28,2014-06,131.62
2014-03-31,2014-06,132.42
2014-04-01,2014-06,136.49
2014-04-02,2014-06,142.13
2014-04-03,2014-06,143.08
2014-04-04,2014-06,142.13
2014-04-07,2014-06,142.13
2014-04-08,2014-06,143.26
2014-04-09,2014-06,145.67
2014-04-10,2014-06,144.57
2014-04-11,2014-06,144.57
2014-04-14,2014-06,145.57
2014-04-15,2014-06,149.0
2014-04-16,2014-06,149.0
2014-04-21,2014-06,154.5
2014-04-22,2014-06,154.5
2014-04-23,2014-06,149.0
2014-04-24,2014-06,148.0
2014-04-25,2014-06,149.0
2014-04-28,2014-06,164.0
2014-04-29,2014-06,170.0
2014-04-30,2014-06,162.5
2014-05-02,2014-06,165.0
2014-05-05,2014-06,170.0
2014-05-06,2014-06,170.0
2014-05-07,2014-06,197.42
2014-05-08,2014-06,186.83
2014-05-09,2014-06,190.0
2014-05-12,2014-06,185.07
2014-05-13,2014-06,180.14
2014-05-14,2014-06,199.5
2014-05-15,2014-06,195.77
2014-05-16,2014-06,199.5
2014-05-19,2014-06,199.5
2014-05-20,2014-06,199.5
2014-05-21,2014-06,220.0
2014-05-22,2014-06,266.2
2014-05-23,2014-06,270.0
2014-05-26,2014-06,270.0
2014-05-27,2014-06,250.0
2014-05-28,2014-06,250.0
2014-05-29,2014-06,250.0
2014-05-30,2014-06,275.0
2014-06-03,2014-06,306.0
2014-06-04,2014-06,320.0
2014-06-05,2014-06,335.0
2014-06-06,2014-06,335.0
2014-06-09,2014-06,335.0
2014-06-10,2014-06,360.81
2014-06-11,2014-06,380.81
2014-06-12,2014-06,380.81
2014-06-13,2014-06,382.23
2014-06-16,2014-06,369.17
2014-06-17,2014-06,389.38
2014-06-18,2014-06,356.93
2014-06-19,2014-06,366.4
2014-06-20,2014-06,366.11
2014-06-24,2014-06,371.0
2014-06-25,2014-06,369.0
2014-06-26,2014-06,350.0
2014-06-27,2014-06,350.0
2013-07-02,2014-07,105.0
2013-07-03,2014-07,109.5
2013-07-04,2014-07,114.0
2013-07-05,2014-07,114.0
2013-07-08,2014-07,111.5
2013-07-09,2014-07,112.6
2013-07-10,2014-07,112.6
2013-07-11,2014-07,111.3
2013-07-12,2014-07,112.6
2013-07-15,2014-07,114.0
2013-07-16,2014-07,114.0
2013-07-17,2014-07,114.0
2013-07-18,2014-07,114.0
2013-07-19,2014-07,116.1
2013-07-22,2014-07,116.1
2013-07-23,2014-07,116.1
2013-07-24,2014-07,118.0
2013-07-25,2014-07,118.1
2013-07-26,2014-07,118.1
2013-07-29,2014-07,115.0
2013-07-30,2014-07,115.5
2013-07-31,2014-07,115.0
2013-08-01,2014-07,114.3
2013-08-02,2014-07,116.4
2013-08-05,2014-07,119.1
2013-08-06,2014-07,116.6
2013-08-08,2014-07,115.3
2013-08-09,2014-07,114.5
2013-08-12,2014-07,115.2
2013-08-13,2014-07,115.9
2013-08-14,2014-07,114.0
2013-08-15,2014-07,115.0
2013-08-16,2014-07,112.0
2013-08-20,2014-07,114.0
2013-08-21,2014-07,105.0
2013-08-22,2014-07,112.0
2013-08-23,2014-07,114.9
2013-08-26,2014-07,116.8
2013-08-27,2014-07,114.3
2013-08-28,2014-07,115.2
2013-08-29,2014-07,115.6
2013-08-30,2014-07,114.0
2013-09-02,2014-07,117.1
2013-09-03,2014-07,108.2
2013-09-04,2014-07,114.0
2013-09-05,2014-07,115.5
2013-09-06,2014-07,113.9
2013-09-09,2014-07,114.0
2013-09-10,2014-07,110.8
2013-09-11,2014-07,110.8
2013-09-12,2014-07,114.0
2013-09-13,2014-07,114.0
2013-09-16,2014-07,114.0
2013-09-17,2014-07,114.1
2013-09-18,2014-07,115.0
2013-09-19,2014-07,121.0
2013-09-20,2014-07,120.2
2013-09-23,2014-07,118.1
2013-09-24,2014-07,117.0
2013-09-25,2014-07,117.0
2013-09-26,2014-07,117.0
2013-09-27,2014-07,113.7
2013-09-30,2014-07,115.0
2013-10-01,2014-07,115.0
2013-10-02,2014-07,118.1
2013-10-03,2014-07,116.55
2013-10-04,2014-07,120.99
2013-10-07,2014-07,117.55
2013-10-08,2014-07,117.59
2013-10-09,2014-07,117.55
2013-10-10,2014-07,115.68
2013-10-11,2014-07,120.0
2013-10-15,2014-07,120.0
2013-10-16,2014-07,122.66
2013-10-17,2014-07,114.11
2013-10-18,2014-07,119.25
2013-10-21,2014-07,119.25
2013-10-22,2014-07,115.0
2013-10-23,2014-07,114.11
2013-10-24,2014-07,114.48
2013-10-25,2014-07,113.04
2013-10-28,2014-07,115.56
2013-10-29,2014-07,114.11
2013-10-30,2014-07,114.11
2013-10-31,2014-07,114.11
2013-11-01,2014-07,114.11
2013-11-05,2014-07,122.62
2013-11-06,2014-07,120.96
2013-11-07,2014-07,120.96
2013-11-08,2014-07,121.31
2013-11-12,2014-07,121.31
2013-11-13,2014-07,119.29
2013-11-14,2014-07,117.73
2013-11-15,2014-07,119.29
2013-11-18,2014-07,122.21
2013-11-19,2014-07,122.62
2013-11-20,2014-07,122.66
2013-11-21,2014-07,122.62
2013-11-22,2014-07,120.0
2013-11-25,2014-07,121.79
2013-11-26,2014-07,122.66
2013-11-27,2014-07,122.62
2013-11-28,2014-07,122.07
2013-11-29,2014-07,122.23
2013-12-02,2014-07,121.31
2013-12-03,2014-07,124.59
2013-12-04,2014-07,129.62
2013-12-05,2014-07,129.24
2013-12-06,2014-07,129.24
2013-12-09,2014-07,125.4
2013-12-10,2014-07,125.4
2013-12-11,2014-07,130.0
2013-12-12,2014-07,129.0
2013-12-13,2014-07,124.09
2013-12-16,2014-07,128.0
2013-12-17,2014-07,130.0
2013-12-18,2014-07,130.0
2013-12-19,2014-07,122.66
2013-12-20,2014-07,122.66
2013-12-23,2014-07,130.0
2013-12-24,2014-07,134.89
2013-12-26,2014-07,127.45
2013-12-27,2014-07,126.89
2013-12-30,2014-07,126.89
2014-01-02,2014-07,122.62
2014-01-03,2014-07,127.5
2014-01-07,2014-07,125.33
2014-01-08,2014-07,128.0
2014-01-09,2014-07,128.0
2014-01-10,2014-07,123.62
2014-01-13,2014-07,125.33
2014-01-14,2014-07,125.33
2014-01-15,2014-07,125.33
2014-01-16,2014-07,125.33
2014-01-17,2014-07,125.33
2014-01-20,2014-07,122.66
2014-01-21,2014-07,122.66
2014-01-22,2014-07,125.0
2014-01-23,2014-07,128.0
2014-01-24,2014-07,128.0
2014-01-27,2014-07,122.66
2014-01-28,2014-07,122.64
2014-01-29,2014-07,122.64
2014-01-30,2014-07,122.64
2014-01-31,2014-07,122.64
2014-02-03,2014-07,124.23
2014-02-04,2014-07,125.43
2014-02-05,2014-07,127.13
2014-02-06,2014-07,128.44
2014-02-07,2014-07,128.44
2014-02-10,2014-07,128.44
2014-02-11,2014-07,128.0
2014-02-12,2014-07,128.0
2014-02-13,2014-07,127.46
2014-02-14,2014-07,126.5
2014-02-17,2014-07,126.5
2014-02-18,2014-07,126.5
2014-02-19,2014-07,126.5
2014-02-20,2014-07,126.5
2014-02-21,2014-07,125.92
2014-02-24,2014-07,128.21
2014-02-25,2014-07,127.83
2014-02-26,2014-07,126.33
2014-02-27,2014-07,131.79
